title,author,isbn,avg_rating,user_rating,date_read,shelf,url,cover_url,genres,description
The Power of Six,"Lore, Pittacus",0061974552,4.14,4,not set,read,https://www.goodreads.com/book/show/8659601-the-power-of-six,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1345067406l/8659601._SY75_.jpg,"['Young Adult', 'Fantasy', 'Science Fiction', 'Fiction', 'Aliens', 'Adventure', 'Paranormal']",
The Rise of Nine,"Lore, Pittacus",0061974587,4.17,3,not set,read,https://www.goodreads.com/book/show/12971616-the-rise-of-nine,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1331740153l/12971616._SY75_.jpg,"['Young Adult', 'Fantasy', 'Science Fiction', 'Fiction', 'Aliens', 'Adventure', 'Paranormal']",
The Fall of Five,"Lore, Pittacus",0061974617,4.21,3,not set,read,https://www.goodreads.com/book/show/15861491-the-fall-of-five,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1375365364l/15861491._SY75_.jpg,"['Young Adult', 'Fantasy', 'Science Fiction', 'Fiction', 'Aliens', 'Adventure', 'Paranormal']",
The Revenge of Seven,"Lore, Pittacus",0062194720,4.25,3,not set,read,https://www.goodreads.com/book/show/19346451-the-revenge-of-seven,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1398024854l/19346451._SY75_.jpg,"['Young Adult', 'Fantasy', 'Science Fiction', 'Fiction', 'Aliens', 'Adventure', 'Paranormal']",
The Fate of Ten,"Lore, Pittacus",,4.29,3,not set,read,https://www.goodreads.com/book/show/24488476-the-fate-of-ten,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1429799057l/24488476._SX50_.jpg,"['Young Adult', 'Fantasy', 'Science Fiction', 'Fiction', 'Aliens', 'Adventure', 'Audiobook']",
Cyrano de Bergerac,"Rostand, Edmond",0451528921,4.06,3,not set,read,https://www.goodreads.com/book/show/15638.Cyrano_de_Bergerac,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386920459l/15638._SY75_.jpg,"['Classics', 'Plays', 'Fiction', 'Drama', 'France', 'Romance', 'Theatre']",
Song of Solomon,"Morrison, Toni",140003342X,4.15,4,not set,read,https://www.goodreads.com/book/show/11334.Song_of_Solomon,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1632283992l/11334._SY75_.jpg,"['Fiction', 'Classics', 'Historical Fiction', 'Magical Realism', 'African American', 'Novels', 'Literature']",
Holy Bible: New International Version,Anonymous,0310902711,4.62,1,not set,read,https://www.goodreads.com/book/show/280111.Holy_Bible,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1631965680l/280111._SY75_.jpg,"['Religion', 'Christian', 'Nonfiction', 'Classics', 'Christianity', 'Reference', 'Spirituality']",
Crank,"Hopkins, Ellen",0689865198,4.16,2,not set,read,https://www.goodreads.com/book/show/270730.Crank,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388192181l/270730._SX50_.jpg,"['Young Adult', 'Poetry', 'Fiction', 'Contemporary', 'Realistic Fiction', 'Banned Books', 'Mental Health']",
A Room of One’s Own,"Woolf, Virginia",,4.22,3,not set,read,https://www.goodreads.com/book/show/18521.A_Room_of_One_s_Own,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327883012l/18521._SY75_.jpg,"['Classics', 'Nonfiction', 'Feminism', 'Essays', 'Philosophy', 'Writing', 'Literature']",
The Complete Persepolis,"Satrapi, Marjane",0375714839,4.4,3,not set,read,https://www.goodreads.com/book/show/991197.The_Complete_Persepolis,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327876995l/991197._SX50_.jpg,"['Graphic Novels', 'Nonfiction', 'Comics', 'Memoir', 'Biography', 'History', 'Feminism']",
The Tale of Despereaux,"DiCamillo, Kate",0763625299,4.07,4,not set,read,https://www.goodreads.com/book/show/37190.The_Tale_of_Despereaux,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1412211823l/37190._SX50_.jpg,"['Fantasy', 'Fiction', 'Childrens', 'Middle Grade', 'Young Adult', 'Animals', 'Adventure']",
The Silver Linings Playbook,"Quick, Matthew",0374533571,3.98,3,not set,read,https://www.goodreads.com/book/show/13539044-the-silver-linings-playbook,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1630676434l/13539044._SX50_.jpg,"['Fiction', 'Romance', 'Contemporary', 'Mental Health', 'Adult', 'Book Club', 'Audiobook']",
Old Yeller,"Gipson, Fred",0060935472,4.1,3,not set,read,https://www.goodreads.com/book/show/130580.Old_Yeller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327940112l/130580._SY75_.jpg,"['Classics', 'Fiction', 'Young Adult', 'Childrens', 'Animals', 'Historical Fiction', 'Middle Grade']",
Diary of a Wimpy Kid,"Kinney, Jeff",0810993139,3.98,2,not set,read,https://www.goodreads.com/book/show/389627.Diary_of_a_Wimpy_Kid,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388183826l/389627._SX50_.jpg,"['Fiction', 'Humor', 'Childrens', 'Middle Grade', 'Young Adult', 'Realistic Fiction', 'Graphic Novels']",
Even Cowgirls Get the Blues,"Robbins, Tom",1842430246,3.78,3,not set,read,https://www.goodreads.com/book/show/7572.Even_Cowgirls_Get_the_Blues,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1336172455l/7572._SY75_.jpg,"['Fiction', 'Humor', 'Novels', 'Literature', 'Magical Realism', 'Contemporary', 'Literary Fiction']",
The Enchantress,"Scott, Michael",0385735359,4.24,5,not set,read,https://www.goodreads.com/book/show/8519822-the-enchantress,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1660273800l/8519822._SX50_.jpg,"['Fantasy', 'Young Adult', 'Fiction', 'Mythology', 'Magic', 'Adventure', 'Urban Fantasy']",
The Little Prince,"Saint-Exupéry, Antoine de",0152023984,4.33,3,not set,read,https://www.goodreads.com/book/show/157993.The_Little_Prince,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1367545443l/157993._SY75_.jpg,"['Classics', 'Fiction', 'Fantasy', 'Childrens', 'France', 'Philosophy', 'Young Adult']",
The Road,"McCarthy, Cormac",0307265439,4.0,5,not set,read,https://www.goodreads.com/book/show/6288.The_Road,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1600241424l/6288._SY75_.jpg,"['Fiction', 'Science Fiction', 'Dystopia', 'Post Apocalyptic', 'Classics', 'Horror', 'Book Club']",
The Odyssey,Homer,0143039954,3.82,5,not set,read,https://www.goodreads.com/book/show/1381.The_Odyssey,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1711957706l/1381._SY75_.jpg,"['Fiction', 'Poetry', 'Mythology', 'Classics', 'Fantasy', 'School', 'Literature']",
The Curious Incident of the Dog in the Night-Time,"Haddon, Mark",1400032717,3.89,5,not set,read,https://www.goodreads.com/book/show/1618.The_Curious_Incident_of_the_Dog_in_the_Night_Time,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1479863624l/1618._SY75_.jpg,"['Fiction', 'Mystery', 'Young Adult', 'Contemporary', 'Book Club', 'Classics', 'Autistic Spectrum Disorder']",
The Iliad / The Odyssey,Homer,0147712556,4.07,5,not set,read,https://www.goodreads.com/book/show/1375.The_Iliad_The_Odyssey,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388181863l/1375._SX50_.jpg,"['Classics', 'Fiction', 'Poetry', 'Mythology', 'Fantasy', 'Literature', 'Historical Fiction']",
Gulliver’s Travels,"Swift, Jonathan",0141439491,3.59,5,not set,read,https://www.goodreads.com/book/show/7733.Gulliver_s_Travels,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1427829692l/7733._SY75_.jpg,"['Classics', 'Fiction', 'Fantasy', 'Adventure', 'Literature', 'Novels', '18th Century']",
As I Lay Dying,"Faulkner, William",,3.72,3,not set,read,https://www.goodreads.com/book/show/77013.As_I_Lay_Dying,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1451810782l/77013._SY75_.jpg,"['Classics', 'Fiction', 'Literature', 'Novels', 'American', 'School', 'Southern Gothic']",
Flowers for Algernon,"Keyes, Daniel",015603008X,4.23,5,not set,read,https://www.goodreads.com/book/show/18373.Flowers_for_Algernon,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1689071681l/18373._SY75_.jpg,"['Fiction', 'Classics', 'Science Fiction', 'Young Adult', 'Psychology', 'School', 'Literature']",
"Genius Makers: The Mavericks Who Brought AI to Google, Facebook, and the World","Metz, Cade",1524742678,4.27,0,not set,to-read,https://www.goodreads.com/book/show/55051662-genius-makers,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1599569204l/55051662._SY75_.jpg,"['Artificial Intelligence', 'Technology', 'Nonfiction', 'Science', 'Business', 'History', 'Biography']",
Into the Wild,"Krakauer, Jon",0385486804,4.02,0,not set,to-read,https://www.goodreads.com/book/show/1845.Into_the_Wild,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1634587789l/1845._SY75_.jpg,"['Nonfiction', 'Biography', 'Adventure', 'Travel', 'Classics', 'Memoir', 'Nature']",
Technofeudalism: What Killed Capitalism,"Varoufakis, Yanis",,4.03,0,not set,to-read,https://www.goodreads.com/book/show/75560036-technofeudalism,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1684846614l/75560036._SY75_.jpg,"['Economics', 'Nonfiction', 'Politics', 'History', 'Technology', 'Philosophy', 'Audiobook']",
"The Market Maker's Matrix: See How they see, trade how they trade","Christopher, Evan",,4.42,0,not set,to-read,https://www.goodreads.com/book/show/61173385-the-market-maker-s-matrix,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1653616256l/61173385._SY75_.jpg,['Unknown'],
Code Complete: A Practical Handbook of Software Construction,"McConnell, Steve",0735619670,4.3,0,not set,to-read,https://www.goodreads.com/book/show/4845.Code_Complete,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1396837641l/4845._SX50_.jpg,"['Programming', 'Computer Science', 'Technology', 'Software', 'Technical', 'Nonfiction', 'Coding']",
C++ Primer,"Lippman, Stanley B.",0201721481,4.22,0,not set,to-read,https://www.goodreads.com/book/show/768080.C_Primer,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347564002l/768080._SX50_.jpg,"['Programming', 'Computer Science', 'Technology', 'Reference', 'Nonfiction', 'Computers', 'Software']",
A Brief History of Central Banking: How the Quest for Financial Stability Led to Unconventional Monetary Practices,"Haynes, Dominic",,3.21,0,not set,to-read,https://www.goodreads.com/book/show/195984759-a-brief-history-of-central-banking,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1691575406l/195984759._SY75_.jpg,['Economics'],
"The Bond King: How One Man Made a Market, Built an Empire, and Lost it All","Childs, Mary",1250120845,3.8,0,not set,to-read,https://www.goodreads.com/book/show/56268989-the-bond-king,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1615871312l/56268989._SY75_.jpg,"['Finance', 'Business', 'Nonfiction', 'Biography', 'Economics', 'History', 'Audiobook']",
Money Changes Everything: How Finance Made Civilization Possible,"Goetzmann, William N.",0691143781,4.04,0,not set,to-read,https://www.goodreads.com/book/show/26597296-money-changes-everything,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1445790758l/26597296._SX50_.jpg,"['Economics', 'History', 'Finance', 'Nonfiction', 'Business', 'Money', 'Technology']",
Money: The Unauthorised Biography,"Martin, Felix",1847922333,3.83,0,not set,to-read,https://www.goodreads.com/book/show/17307317-money,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1365924586l/17307317._SY75_.jpg,"['Economics', 'History', 'Nonfiction', 'Finance', 'Money', 'Business', 'Politics']",
